Regiao,Estado,Cidade,Ano,Mes,Dia,Temp_Max,Temp_Min,Temp_Media
Norte,RO,Porto Velho,2025,5,12,31.9,23.2,27.55
Norte,RO,Porto Velho,2025,5,13,29.1,24.5,26.8
Norte,RO,Porto Velho,2025,5,14,30.8,23.2,27.0
Norte,RO,Porto Velho,2025,5,15,30.9,23.5,27.2
Norte,RO,Porto Velho,2025,5,16,30.6,23.4,27.0
Norte,RO,Porto Velho,2025,5,17,31.8,24.0,27.9
Norte,RO,Porto Velho,2025,5,18,30.6,23.8,27.2
Norte,RO,Porto Velho,2025,5,19,31.9,23.9,27.9
Norte,RO,Porto Velho,2025,5,20,32.0,24.0,28.0
Norte,RO,Porto Velho,2025,5,21,32.2,23.7,27.95
Norte,RO,Porto Velho,2025,5,22,32.5,24.0,28.25
Norte,RO,Porto Velho,2025,5,23,32.8,23.5,28.15
Norte,RO,Porto Velho,2025,5,24,32.5,23.5,28.0
Norte,RO,Porto Velho,2025,5,25,32.0,24.1,28.05
Norte,RO,Porto Velho,2025,5,26,32.8,24.0,28.4
Norte,RO,Porto Velho,2025,5,27,31.4,24.8,28.1
Norte,RO,Porto Velho,2025,5,28,31.6,23.5,27.55
Norte,RO,Porto Velho,2025,5,29,26.1,20.4,23.25
Norte,RO,Porto Velho,2025,5,30,28.0,19.5,23.75
Norte,RO,Porto Velho,2025,5,31,30.1,21.0,25.55
Norte,RO,Porto Velho,2025,6,1,30.5,21.6,26.05
Norte,RO,Porto Velho,2025,6,2,31.4,22.2,26.8
Norte,RO,Porto Velho,2025,6,3,32.1,22.9,27.5
Norte,RO,Porto Velho,2025,6,4,31.8,23.8,27.8
Norte,RO,Porto Velho,2025,6,5,31.6,23.7,27.65
Norte,RO,Porto Velho,2025,6,6,32.2,23.1,27.65
Norte,RO,Porto Velho,2025,6,7,32.4,23.5,27.95
Norte,RO,Porto Velho,2025,6,8,32.3,23.3,27.8
Norte,RO,Porto Velho,2025,6,9,33.3,23.4,28.35
Norte,RO,Porto Velho,2025,6,10,31.2,22.4,26.8
Norte,RO,Porto Velho,2025,6,11,30.8,23.2,27.0
Norte,RO,Porto Velho,2025,6,12,30.9,22.0,26.45
Norte,RO,Porto Velho,2025,6,13,30.8,22.7,26.75
Norte,RO,Porto Velho,2025,6,14,32.0,23.5,27.75
Norte,RO,Porto Velho,2025,6,15,30.2,22.9,26.55
Norte,RO,Porto Velho,2025,6,16,30.5,24.4,27.45
Norte,RO,Porto Velho,2025,6,17,32.2,23.5,27.85
Norte,RO,Porto Velho,2025,6,18,32.5,23.4,27.95
Norte,RO,Porto Velho,2025,6,19,33.1,23.8,28.45
Norte,RO,Porto Velho,2025,6,20,33.0,21.6,27.3
Norte,RO,Porto Velho,2025,6,21,32.6,22.7,27.65
Norte,RO,Porto Velho,2025,6,22,31.5,22.9,27.2
Norte,RO,Porto Velho,2025,6,23,31.0,24.3,27.65
Norte,RO,Porto Velho,2025,6,24,28.9,23.5,26.2
Norte,RO,Porto Velho,2025,6,25,30.0,22.7,26.35
Norte,RO,Porto Velho,2025,6,26,30.9,22.4,26.65
Norte,RO,Porto Velho,2025,6,27,31.8,23.0,27.4
Norte,RO,Porto Velho,2025,6,28,32.9,22.8,27.85
Norte,RO,Porto Velho,2025,6,29,33.9,23.5,28.7
Norte,RO,Porto Velho,2025,6,30,32.5,22.8,27.65
Norte,RO,Porto Velho,2025,7,1,28.1,20.1,24.1
Norte,RO,Porto Velho,2025,7,2,28.1,18.5,23.3
Norte,RO,Porto Velho,2025,7,3,28.7,19.4,24.05
Norte,RO,Porto Velho,2025,7,4,30.3,19.2,24.75
Norte,RO,Porto Velho,2025,7,5,31.6,20.8,26.2
Norte,RO,Porto Velho,2025,7,6,32.5,21.9,27.2
Norte,RO,Porto Velho,2025,7,7,33.0,21.1,27.05
Norte,RO,Porto Velho,2025,7,8,33.1,21.2,27.15
Norte,RO,Porto Velho,2025,7,9,33.1,20.8,26.95
Norte,RO,Porto Velho,2025,7,10,33.2,20.9,27.05
Norte,RO,Porto Velho,2025,7,11,33.6,21.4,27.5
Norte,RO,Porto Velho,2025,7,12,33.7,21.6,27.65
Norte,RO,Porto Velho,2025,7,13,33.4,20.4,26.9
Norte,RO,Porto Velho,2025,7,14,33.5,20.8,27.15
Norte,RO,Porto Velho,2025,7,15,34.0,20.9,27.45
Norte,RO,Porto Velho,2025,7,16,33.9,22.1,28.0
Norte,RO,Porto Velho,2025,7,17,33.5,22.5,28.0
Norte,RO,Porto Velho,2025,7,18,32.5,23.0,27.75
Norte,RO,Porto Velho,2025,7,19,33.0,20.5,26.75
Norte,RO,Porto Velho,2025,7,20,33.2,20.9,27.05
Norte,RO,Porto Velho,2025,7,21,34.2,21.6,27.9
Norte,RO,Porto Velho,2025,7,22,34.5,22.8,28.65
Norte,RO,Porto Velho,2025,7,23,35.2,21.6,28.4
Norte,RO,Porto Velho,2025,7,24,35.8,22.6,29.2
Norte,RO,Porto Velho,2025,7,25,35.2,22.1,28.65
Norte,RO,Porto Velho,2025,7,26,34.8,23.5,29.15
Norte,RO,Porto Velho,2025,7,27,34.5,23.2,28.85
Norte,RO,Porto Velho,2025,7,28,34.2,23.9,29.05
Norte,RO,Porto Velho,2025,7,29,32.8,23.3,28.05
Norte,RO,Porto Velho,2025,7,30,32.8,22.1,27.45
Norte,RO,Porto Velho,2025,7,31,33.7,23.5,28.6
Norte,RO,Porto Velho,2025,8,1,34.2,24.4,29.3
Norte,RO,Porto Velho,2025,8,2,28.9,22.4,25.65
Norte,RO,Porto Velho,2025,8,3,30.5,23.6,27.05
Norte,RO,Porto Velho,2025,8,4,31.1,23.5,27.3
Norte,RO,Porto Velho,2025,8,5,31.5,22.5,27.0
Norte,RO,Porto Velho,2025,8,6,33.2,22.8,28.0
Norte,RO,Porto Velho,2025,8,7,33.3,22.8,28.05
Norte,RO,Porto Velho,2025,8,8,33.7,24.3,29.0
Norte,RO,Porto Velho,2025,8,9,32.3,24.0,28.15
Norte,RO,Porto Velho,2025,8,10,31.8,20.8,26.3
Norte,RO,Porto Velho,2025,8,11,33.6,22.1,27.85
Norte,RO,Porto Velho,2025,8,12,34.5,22.5,28.5
Norte,RO,Porto Velho,2025,8,13,35.0,23.4,29.2
Norte,RO,Porto Velho,2025,8,14,36.0,23.8,29.9
Norte,RO,Porto Velho,2025,8,15,36.3,21.4,28.85
Norte,RO,Porto Velho,2025,8,16,35.0,22.4,28.7
Norte,RO,Porto Velho,2025,8,17,29.3,23.9,26.6
Norte,RO,Porto Velho,2025,8,18,34.4,23.1,28.75
Norte,RO,Porto Velho,2025,8,19,34.1,23.6,28.85
Norte,RO,Porto Velho,2025,8,20,31.9,24.5,28.2
Norte,RO,Porto Velho,2025,8,21,35.3,23.9,29.6
Norte,RO,Porto Velho,2025,8,22,35.5,24.8,30.15
Norte,RO,Porto Velho,2025,8,23,35.2,23.6,29.4
Norte,RO,Porto Velho,2025,8,24,36.8,23.5,30.15
Norte,RO,Porto Velho,2025,8,25,32.8,22.4,27.6
Norte,RO,Porto Velho,2025,8,26,33.5,21.2,27.35
Norte,RO,Porto Velho,2025,8,27,35.0,21.8,28.4
Norte,RO,Porto Velho,2025,8,28,35.2,22.9,29.05
Norte,RO,Porto Velho,2025,8,29,35.2,23.8,29.5
Norte,RO,Porto Velho,2025,8,30,34.5,25.0,29.75
Norte,RO,Porto Velho,2025,8,31,34.7,24.5,29.6
Norte,RO,Porto Velho,2025,9,1,36.2,23.0,29.6
Norte,RO,Porto Velho,2025,9,2,30.9,23.5,27.2
Norte,RO,Porto Velho,2025,9,3,32.9,24.1,28.5
Norte,RO,Porto Velho,2025,9,4,34.8,24.0,29.4
Norte,RO,Porto Velho,2025,9,5,34.9,24.7,29.8
Norte,RO,Porto Velho,2025,9,6,32.5,23.1,27.8
Norte,RO,Porto Velho,2025,9,7,30.5,22.6,26.55
Norte,RO,Porto Velho,2025,9,8,33.9,23.0,28.45
Norte,RO,Porto Velho,2025,9,9,34.2,24.0,29.1
Norte,RO,Porto Velho,2025,9,10,33.0,23.3,28.15
Norte,RO,Porto Velho,2025,9,11,35.1,23.7,29.4
Norte,RO,Porto Velho,2025,9,12,34.9,23.9,29.4
Norte,RO,Porto Velho,2025,9,13,30.0,24.2,27.1
Norte,RO,Porto Velho,2025,9,14,31.5,23.0,27.25
Norte,RO,Porto Velho,2025,9,15,33.5,23.6,28.55
Norte,RO,Porto Velho,2025,9,16,33.9,23.0,28.45
Norte,RO,Porto Velho,2025,9,17,34.8,23.9,29.35
Norte,RO,Porto Velho,2025,9,18,30.4,22.8,26.6
Norte,RO,Porto Velho,2025,9,19,32.5,23.0,27.75
Norte,RO,Porto Velho,2025,9,20,35.6,23.4,29.5
Norte,RO,Porto Velho,2025,9,21,34.8,23.5,29.15
Norte,RO,Porto Velho,2025,9,22,35.8,24.2,30.0
Norte,RO,Porto Velho,2025,9,23,32.8,23.8,28.3
Norte,RO,Porto Velho,2025,9,24,32.9,23.5,28.2
Norte,RO,Porto Velho,2025,9,25,29.9,23.2,26.55
Norte,RO,Porto Velho,2025,9,26,31.8,24.3,28.05
Norte,RO,Porto Velho,2025,9,27,33.8,23.0,28.4
Norte,RO,Porto Velho,2025,9,28,34.3,23.5,28.9
Norte,RO,Porto Velho,2025,9,29,32.8,24.1,28.45
Norte,RO,Porto Velho,2025,9,30,31.6,23.2,27.4
Norte,RO,Porto Velho,2025,10,1,30.9,23.5,27.2
Norte,RO,Porto Velho,2025,10,2,33.2,23.7,28.45
Norte,RO,Porto Velho,2025,10,3,32.8,23.0,27.9
Norte,RO,Porto Velho,2025,10,4,34.5,24.1,29.3
Norte,RO,Porto Velho,2025,10,5,33.4,24.5,28.95
Norte,RO,Porto Velho,2025,10,6,32.7,23.9,28.3
Norte,RO,Porto Velho,2025,10,7,34.7,23.5,29.1
Norte,RO,Porto Velho,2025,10,8,30.4,23.4,26.9
Norte,RO,Porto Velho,2025,10,9,32.5,23.5,28.0
Norte,RO,Porto Velho,2025,10,10,30.6,23.0,26.8
Norte,RO,Porto Velho,2025,10,11,33.0,23.5,28.25
Norte,RO,Porto Velho,2025,10,12,32.1,23.4,27.75
Norte,RO,Porto Velho,2025,10,13,32.2,23.0,27.6
Norte,RO,Porto Velho,2025,10,14,33.2,23.6,28.4
Norte,RO,Porto Velho,2025,10,15,30.1,22.6,26.35
Norte,RO,Porto Velho,2025,10,16,33.2,22.8,28.0
Norte,RO,Porto Velho,2025,10,17,33.5,24.0,28.75
Norte,RO,Porto Velho,2025,10,18,34.7,24.0,29.35
Norte,RO,Porto Velho,2025,10,19,33.4,24.2,28.8
Norte,RO,Porto Velho,2025,10,20,32.9,24.1,28.5
Norte,RO,Porto Velho,2025,10,21,33.4,24.0,28.7
Norte,RO,Porto Velho,2025,10,22,26.9,23.8,25.35
Norte,RO,Porto Velho,2025,10,23,30.9,24.1,27.5
Norte,RO,Porto Velho,2025,10,24,31.4,23.0,27.2
Norte,RO,Porto Velho,2025,10,25,33.5,23.3,28.4
Norte,RO,Porto Velho,2025,10,26,34.6,23.2,28.9
Norte,RO,Porto Velho,2025,10,27,34.0,24.0,29.0
Norte,RO,Porto Velho,2025,10,28,28.7,23.6,26.15
Norte,RO,Porto Velho,2025,10,29,32.0,23.6,27.8
Norte,RO,Porto Velho,2025,10,30,28.6,23.4,26.0
Norte,RO,Porto Velho,2025,10,31,30.5,22.9,26.7
Norte,RO,Porto Velho,2025,11,1,33.0,22.9,27.95
Norte,RO,Porto Velho,2025,11,2,32.8,24.2,28.5
Norte,RO,Porto Velho,2025,11,3,30.8,25.0,27.9
Norte,RO,Porto Velho,2025,11,4,30.6,24.2,27.4
Norte,RO,Porto Velho,2025,11,5,30.8,23.9,27.35
Norte,RO,Porto Velho,2025,11,6,34.7,23.9,29.3
Norte,RO,Porto Velho,2025,11,7,33.8,24.5,29.15
Norte,RO,Porto Velho,2025,11,8,34.2,24.8,29.5
Norte,RO,Porto Velho,2025,11,9,31.6,24.9,28.25
Norte,RO,Porto Velho,2025,11,10,31.5,24.5,28.0
Norte,RO,Porto Velho,2025,11,11,28.1,24.0,26.05
Norte,RO,Porto Velho,2025,11,12,30.1,24.3,27.2
Norte,RO,Porto Velho,2025,11,13,29.2,23.5,26.35
Norte,RO,Porto Velho,2025,11,14,33.3,23.9,28.6
Norte,RO,Porto Velho,2025,11,15,30.6,23.6,27.1
Norte,RO,Porto Velho,2025,11,16,32.3,24.2,28.25
Norte,RO,Porto Velho,2025,11,17,33.8,23.2,28.5
Norte,RO,Porto Velho,2025,11,18,28.0,23.2,25.6
Norte,RO,Porto Velho,2025,11,19,32.2,23.8,28.0
Norte,RO,Porto Velho,2025,11,20,33.7,24.4,29.05
Norte,RO,Porto Velho,2025,11,21,32.1,23.8,27.95
Norte,RO,Porto Velho,2025,11,22,33.3,24.3,28.8
Norte,RO,Porto Velho,2025,11,23,31.0,24.0,27.5
Norte,RO,Porto Velho,2025,11,24,33.0,23.8,28.4
Norte,RO,Porto Velho,2025,11,25,32.3,24.2,28.25
Norte,RO,Porto Velho,2025,11,26,26.5,23.1,24.8
Norte,RO,Porto Velho,2025,11,27,31.5,21.2,26.35
Norte,RO,Porto Velho,2025,11,28,32.3,22.9,27.6
Norte,RO,Porto Velho,2025,11,29,32.5,24.1,28.3
Norte,RO,Porto Velho,2025,11,30,31.2,23.4,27.3
Norte,RO,Porto Velho,2025,12,1,29.8,24.4,27.1
Norte,RO,Porto Velho,2025,12,2,31.6,23.6,27.6
Norte,RO,Porto Velho,2025,12,3,27.0,23.5,25.25
Norte,RO,Porto Velho,2025,12,4,30.4,23.5,26.95
Norte,RO,Porto Velho,2025,12,5,27.9,23.0,25.45
Norte,RO,Porto Velho,2025,12,6,31.0,22.8,26.9
Norte,RO,Porto Velho,2025,12,7,26.6,22.9,24.75
Norte,RO,Porto Velho,2025,12,8,32.0,23.1,27.55
Norte,RO,Porto Velho,2025,12,9,32.1,23.7,27.9
Norte,RO,Porto Velho,2025,12,10,32.5,22.8,27.65
Norte,RO,Porto Velho,2025,12,11,31.9,24.5,28.2
Norte,RO,Porto Velho,2025,12,12,31.5,24.9,28.2
Norte,RO,Porto Velho,2025,12,13,31.0,24.4,27.7
Norte,RO,Porto Velho,2025,12,14,28.9,24.9,26.9
Norte,RO,Porto Velho,2025,12,15,29.8,24.4,27.1
Norte,RO,Porto Velho,2025,12,16,30.1,23.7,26.9
Norte,RO,Porto Velho,2025,12,17,27.8,23.5,25.65
Norte,RO,Porto Velho,2025,12,18,29.8,23.2,26.5
Norte,RO,Porto Velho,2025,12,19,25.4,23.7,24.55
Norte,RO,Porto Velho,2025,12,20,30.1,24.0,27.05
Norte,RO,Porto Velho,2025,12,21,32.0,24.0,28.0
Norte,RO,Porto Velho,2025,12,22,31.5,24.3,27.9
Norte,RO,Porto Velho,2025,12,23,29.5,23.9,26.7
Norte,RO,Porto Velho,2025,12,24,29.1,24.0,26.55
Norte,RO,Porto Velho,2025,12,25,27.5,23.1,25.3
Norte,RO,Porto Velho,2025,12,26,27.9,23.0,25.45
Norte,RO,Porto Velho,2025,12,27,32.5,23.0,27.75
Norte,RO,Porto Velho,2025,12,28,29.6,22.6,26.1
Norte,RO,Porto Velho,2025,12,29,31.0,23.1,27.05
Norte,RO,Porto Velho,2025,12,30,32.5,22.7,27.6
Norte,RO,Porto Velho,2025,12,31,31.4,24.0,27.7
Norte,RO,Porto Velho,2026,1,1,32.0,23.5,27.75
Norte,RO,Porto Velho,2026,1,2,32.2,24.2,28.2
Norte,RO,Porto Velho,2026,1,3,31.5,23.5,27.5
Norte,RO,Porto Velho,2026,1,4,29.0,23.9,26.45
Norte,RO,Porto Velho,2026,1,5,28.0,22.9,25.45
Norte,RO,Porto Velho,2026,1,6,29.1,23.1,26.1
Norte,RO,Porto Velho,2026,1,7,26.0,23.5,24.75
Norte,RO,Porto Velho,2026,1,8,30.5,22.9,26.7
Norte,RO,Porto Velho,2026,1,9,29.5,22.6,26.05
Norte,RO,Porto Velho,2026,1,10,31.8,23.4,27.6
Norte,RO,Porto Velho,2026,1,11,32.5,23.0,27.75
Norte,RO,Porto Velho,2026,1,12,32.3,23.5,27.9
Norte,RO,Porto Velho,2026,1,13,29.4,23.1,26.25
Norte,RO,Porto Velho,2026,1,14,29.6,23.6,26.6
Norte,RO,Porto Velho,2026,1,15,31.2,23.8,27.5
Norte,RO,Porto Velho,2026,1,16,32.0,24.0,28.0
Norte,RO,Porto Velho,2026,1,17,26.9,23.1,25.0
Norte,RO,Porto Velho,2026,1,18,31.2,23.6,27.4
Norte,RO,Porto Velho,2026,1,19,33.2,23.5,28.35
Norte,RO,Porto Velho,2026,1,20,28.8,23.6,26.2
Norte,RO,Porto Velho,2026,1,21,31.5,23.8,27.65
Norte,RO,Porto Velho,2026,1,22,26.8,23.8,25.3
Norte,RO,Porto Velho,2026,1,23,26.0,23.5,24.75
Norte,RO,Porto Velho,2026,1,24,29.9,23.6,26.75
Norte,RO,Porto Velho,2026,1,25,29.2,23.9,26.55
Norte,RO,Porto Velho,2026,1,26,29.5,23.9,26.7
Norte,RO,Porto Velho,2026,1,27,26.2,23.5,24.85
Norte,RO,Porto Velho,2026,1,28,31.5,23.0,27.25
Norte,RO,Porto Velho,2026,1,29,31.3,23.0,27.15
Norte,RO,Porto Velho,2026,1,30,32.2,23.3,27.75
Norte,RO,Porto Velho,2026,1,31,32.7,24.1,28.4
Norte,RO,Porto Velho,2026,2,1,32.2,23.8,28.0
Norte,RO,Porto Velho,2026,2,2,31.8,24.1,27.95
Norte,RO,Porto Velho,2026,2,3,30.5,24.1,27.3
Norte,RO,Porto Velho,2026,2,4,33.0,23.6,28.3
Norte,RO,Porto Velho,2026,2,5,29.7,23.5,26.6
Norte,RO,Porto Velho,2026,2,6,31.5,22.9,27.2
Norte,RO,Porto Velho,2026,2,7,30.4,23.3,26.85
Norte,RO,Porto Velho,2026,2,8,33.7,23.9,28.8
Norte,RO,Porto Velho,2026,2,9,27.0,23.8,25.4
Norte,RO,Porto Velho,2026,2,10,27.2,23.6,25.4
Norte,RO,Porto Velho,2026,2,11,31.2,22.7,26.95
Norte,RO,Porto Velho,2026,2,12,29.7,23.4,26.55
Norte,RO,Porto Velho,2026,2,13,31.9,23.1,27.5
Norte,RO,Porto Velho,2026,2,14,31.9,23.5,27.7
Norte,RO,Porto Velho,2026,2,15,29.0,23.3,26.15
Norte,RO,Porto Velho,2026,2,16,26.9,22.9,24.9
Norte,RO,Porto Velho,2026,2,17,32.5,23.4,27.95
Norte,RO,Porto Velho,2026,2,18,31.6,23.2,27.4
Norte,RO,Porto Velho,2026,2,19,30.1,23.5,26.8
Norte,RO,Porto Velho,2026,2,20,29.5,23.5,26.5
Norte,RO,Porto Velho,2026,2,21,31.9,23.1,27.5
Norte,RO,Porto Velho,2026,2,22,30.0,23.5,26.75
Norte,RO,Porto Velho,2026,2,23,31.3,24.0,27.65
Norte,RO,Porto Velho,2026,2,24,30.8,22.8,26.8
Norte,RO,Porto Velho,2026,2,25,30.9,24.0,27.45
Norte,RO,Porto Velho,2026,2,26,27.0,23.2,25.1
Norte,RO,Porto Velho,2026,2,27,30.9,23.0,26.95
Norte,RO,Porto Velho,2026,2,28,32.3,24.2,28.25
Norte,RO,Porto Velho,2026,3,1,31.2,23.8,27.5
Norte,RO,Porto Velho,2026,3,2,32.5,23.8,28.15
Norte,RO,Porto Velho,2026,3,3,31.7,24.2,27.95
Norte,RO,Porto Velho,2026,3,4,33.8,24.6,29.2
Norte,RO,Porto Velho,2026,3,5,26.6,24.0,25.3
Norte,RO,Porto Velho,2026,3,6,29.8,23.9,26.85
Norte,RO,Porto Velho,2026,3,7,32.0,24.3,28.15
Norte,RO,Porto Velho,2026,3,8,29.5,24.1,26.8
Norte,RO,Porto Velho,2026,3,9,32.2,24.3,28.25
Norte,RO,Porto Velho,2026,3,10,31.1,24.7,27.9
Norte,RO,Porto Velho,2026,3,11,29.1,24.1,26.6
Norte,RO,Porto Velho,2026,3,12,31.5,23.3,27.4
Norte,RO,Porto Velho,2026,3,13,32.4,24.3,28.35
Norte,RO,Porto Velho,2026,3,14,32.5,24.0,28.25
Norte,RO,Porto Velho,2026,3,15,32.0,24.5,28.25
Norte,RO,Porto Velho,2026,3,16,30.6,23.9,27.25
Norte,RO,Porto Velho,2026,3,17,30.5,24.2,27.35
Norte,RO,Porto Velho,2026,3,18,30.3,23.8,27.05
Norte,RO,Porto Velho,2026,3,19,29.0,23.4,26.2
Norte,RO,Porto Velho,2026,3,20,29.7,23.5,26.6
Norte,RO,Porto Velho,2026,3,21,33.5,24.0,28.75
Norte,RO,Porto Velho,2026,3,22,34.2,25.3,29.75
Norte,RO,Porto Velho,2026,3,23,31.0,24.2,27.6
Norte,RO,Porto Velho,2026,3,24,32.6,24.2,28.4
Norte,RO,Porto Velho,2026,3,25,29.5,23.4,26.45
Norte,RO,Porto Velho,2026,3,26,26.9,23.5,25.2
Norte,RO,Porto Velho,2026,3,27,28.4,24.2,26.3
Norte,RO,Porto Velho,2026,3,28,27.1,23.9,25.5
Norte,RO,Porto Velho,2026,3,29,26.7,22.8,24.75
Norte,RO,Porto Velho,2026,3,30,31.6,22.9,27.25
Norte,RO,Porto Velho,2026,3,31,31.8,23.9,27.85
Norte,RO,Porto Velho,2026,4,1,27.0,23.9,25.45
Norte,RO,Porto Velho,2026,4,2,31.4,23.0,27.2
Norte,RO,Porto Velho,2026,4,3,32.5,23.4,27.95
Norte,RO,Porto Velho,2026,4,4,29.4,23.8,26.6
Norte,RO,Porto Velho,2026,4,5,31.4,23.0,27.2
Norte,RO,Porto Velho,2026,4,6,31.2,23.8,27.5
Norte,RO,Porto Velho,2026,4,7,31.5,24.4,27.95
Norte,RO,Porto Velho,2026,4,8,29.1,24.0,26.55
Norte,RO,Porto Velho,2026,4,9,32.2,23.7,27.95
Norte,RO,Porto Velho,2026,4,10,31.4,23.5,27.45
Norte,RO,Porto Velho,2026,4,11,32.8,24.6,28.7
Norte,RO,Porto Velho,2026,4,12,32.7,24.4,28.55
Norte,RO,Porto Velho,2026,4,13,30.5,24.5,27.5
Norte,RO,Porto Velho,2026,4,14,31.7,24.6,28.15
Norte,RO,Porto Velho,2026,4,15,31.4,24.0,27.7
Norte,RO,Porto Velho,2026,4,16,32.0,24.3,28.15
Norte,RO,Porto Velho,2026,4,17,28.1,23.6,25.85
Norte,RO,Porto Velho,2026,4,18,27.9,23.9,25.9
Norte,RO,Porto Velho,2026,4,19,29.5,23.1,26.3
Norte,RO,Porto Velho,2026,4,20,28.5,23.6,26.05
Norte,RO,Porto Velho,2026,4,21,30.0,24.5,27.25
Norte,RO,Porto Velho,2026,4,22,29.6,23.8,26.7
Norte,RO,Porto Velho,2026,4,23,28.6,23.3,25.95
Norte,RO,Porto Velho,2026,4,24,30.3,23.1,26.7
Norte,RO,Porto Velho,2026,4,25,30.9,23.2,27.05
Norte,RO,Porto Velho,2026,4,26,30.6,23.6,27.1
Norte,RO,Porto Velho,2026,4,27,29.8,24.2,27.0
Norte,RO,Porto Velho,2026,4,28,31.8,24.2,28.0
Norte,RO,Porto Velho,2026,4,29,30.6,23.4,27.0
Norte,RO,Porto Velho,2026,4,30,30.6,24.4,27.5
Norte,RO,Porto Velho,2026,5,1,33.0,24.4,28.7
Norte,RO,Porto Velho,2026,5,2,32.5,24.3,28.4
Norte,RO,Porto Velho,2026,5,3,33.7,24.2,28.95
Norte,RO,Porto Velho,2026,5,4,30.0,24.4,27.2
Norte,RO,Porto Velho,2026,5,5,31.3,23.5,27.4
Norte,RO,Porto Velho,2026,5,6,31.1,23.7,27.4
Norte,RO,Porto Velho,2026,5,7,30.9,23.8,27.35
Norte,RO,Porto Velho,2026,5,8,31.7,23.9,27.8
Norte,RO,Porto Velho,2026,5,9,32.0,23.4,27.7
Norte,RO,Porto Velho,2026,5,10,27.1,22.4,24.75
Norte,RO,Porto Velho,2026,5,11,25.9,18.8,22.35
Norte,RO,Porto Velho,2026,5,12,28.2,21.4,24.8
Norte,RO,Porto Velho,2026,5,13,27.5,22.5,25.0
Norte,RO,Porto Velho,2026,5,14,28.0,22.9,25.45
Norte,RO,Porto Velho,2026,5,15,30.4,23.1,26.75
Norte,RO,Porto Velho,2026,5,16,30.9,23.2,27.05
Norte,RR,Boa Vista,2021,5,17,30.3,22.8,26.55
Norte,RR,Boa Vista,2021,5,18,29.3,23.5,26.4
Norte,RR,Boa Vista,2021,5,19,29.1,23.4,26.25
Norte,RR,Boa Vista,2021,5,20,29.2,23.2,26.2
Norte,RR,Boa Vista,2021,5,21,31.0,23.5,27.25
Norte,RR,Boa Vista,2021,5,22,29.2,24.0,26.6
Norte,RR,Boa Vista,2021,5,23,30.5,24.4,27.45
Norte,RR,Boa Vista,2021,5,24,29.0,23.5,26.25
Norte,RR,Boa Vista,2021,5,25,27.2,23.8,25.5
Norte,RR,Boa Vista,2021,5,26,27.0,23.0,25.0
Norte,RR,Boa Vista,2021,5,27,27.5,23.1,25.3
Norte,RR,Boa Vista,2021,5,28,28.1,23.1,25.6
Norte,RR,Boa Vista,2021,5,29,29.0,23.0,26.0
Norte,RR,Boa Vista,2021,5,30,27.0,23.0,25.0
Norte,RR,Boa Vista,2021,5,31,30.2,22.5,26.35
Norte,RR,Boa Vista,2021,6,1,27.0,23.2,25.1
Norte,RR,Boa Vista,2021,6,2,29.8,22.8,26.3
Norte,RR,Boa Vista,2021,6,3,25.3,23.8,24.55
Norte,RR,Boa Vista,2021,6,4,29.6,23.0,26.3
Norte,RR,Boa Vista,2021,6,5,29.1,23.8,26.45
Norte,RR,Boa Vista,2021,6,6,30.2,23.9,27.05
Norte,RR,Boa Vista,2021,6,7,30.3,24.2,27.25
Norte,RR,Boa Vista,2021,6,8,28.4,24.0,26.2
Norte,RR,Boa Vista,2021,6,9,27.8,23.4,25.6
Norte,RR,Boa Vista,2021,6,10,27.5,23.0,25.25
Norte,RR,Boa Vista,2021,6,11,28.8,22.2,25.5
Norte,RR,Boa Vista,2021,6,12,30.4,23.0,26.7
Norte,RR,Boa Vista,2021,6,13,29.6,23.9,26.75
Norte,RR,Boa Vista,2021,6,14,29.5,23.6,26.55
Norte,RR,Boa Vista,2021,6,15,25.8,23.0,24.4
Norte,RR,Boa Vista,2021,6,16,28.0,23.0,25.5
Norte,RR,Boa Vista,2021,6,17,28.0,23.0,25.5
Norte,RR,Boa Vista,2021,6,18,29.0,23.0,26.0
Norte,RR,Boa Vista,2021,6,19,29.9,23.9,26.9
Norte,RR,Boa Vista,2021,6,20,30.5,23.2,26.85
Norte,RR,Boa Vista,2021,6,21,28.9,23.7,26.3
Norte,RR,Boa Vista,2021,6,22,29.8,23.0,26.4
Norte,RR,Boa Vista,2021,6,23,29.5,22.6,26.05
Norte,RR,Boa Vista,2021,6,24,29.4,22.8,26.1
Norte,RR,Boa Vista,2021,6,25,28.9,24.1,26.5
Norte,RR,Boa Vista,2021,6,26,29.5,23.0,26.25
Norte,RR,Boa Vista,2021,6,27,28.8,23.1,25.95
Norte,RR,Boa Vista,2021,6,28,28.4,23.1,25.75
Norte,RR,Boa Vista,2021,6,29,28.8,22.4,25.6
Norte,RR,Boa Vista,2021,6,30,28.4,22.7,25.55
Norte,RR,Boa Vista,2021,7,1,27.7,22.4,25.05
Norte,RR,Boa Vista,2021,7,2,26.3,22.5,24.4
Norte,RR,Boa Vista,2021,7,3,25.3,21.1,23.2
Norte,RR,Boa Vista,2021,7,4,27.3,22.0,24.65
Norte,RR,Boa Vista,2021,7,5,27.3,22.4,24.85
Norte,RR,Boa Vista,2021,7,6,29.2,22.1,25.65
Norte,RR,Boa Vista,2021,7,7,28.6,22.2,25.4
