Regiao,Estado,Cidade,Ano,Mes,Dia,Temp_Max
Nordeste,Bahia,Salvador,2022,11,10,27.7
Nordeste,Bahia,Salvador,2022,11,11,27.5
Nordeste,Bahia,Salvador,2022,11,12,27.4
Nordeste,Bahia,Salvador,2022,11,13,27.8
Nordeste,Bahia,Salvador,2022,11,14,27.8
Nordeste,Bahia,Salvador,2022,11,15,27.0
Nordeste,Bahia,Salvador,2022,11,16,27.7
Nordeste,Bahia,Salvador,2022,11,17,28.4
Nordeste,Bahia,Salvador,2022,11,18,27.4
Nordeste,Bahia,Salvador,2022,11,19,25.7
Nordeste,Bahia,Salvador,2022,11,20,26.4
Nordeste,Bahia,Salvador,2022,11,21,26.8
Nordeste,Bahia,Salvador,2022,11,22,26.2
Nordeste,Bahia,Salvador,2022,11,23,28.0
Nordeste,Bahia,Salvador,2022,11,24,27.9
Nordeste,Bahia,Salvador,2022,11,25,27.8
Nordeste,Bahia,Salvador,2022,11,26,29.7
Nordeste,Bahia,Salvador,2022,11,27,25.5
Nordeste,Bahia,Salvador,2022,11,28,27.4
Nordeste,Bahia,Salvador,2022,11,29,30.0
Nordeste,Bahia,Salvador,2022,11,30,29.8
Nordeste,Bahia,Salvador,2022,12,1,27.8
Nordeste,Bahia,Salvador,2022,12,2,27.4
Nordeste,Bahia,Salvador,2022,12,3,26.2
Nordeste,Bahia,Salvador,2022,12,4,25.9
Nordeste,Bahia,Salvador,2022,12,5,28.0
Nordeste,Bahia,Salvador,2022,12,6,27.2
Nordeste,Bahia,Salvador,2022,12,7,26.7
Nordeste,Bahia,Salvador,2022,12,8,28.0
Nordeste,Bahia,Salvador,2022,12,9,29.7
Nordeste,Bahia,Salvador,2022,12,10,29.0
Nordeste,Bahia,Salvador,2022,12,11,29.0
Nordeste,Bahia,Salvador,2022,12,12,29.7
Nordeste,Bahia,Salvador,2022,12,13,30.0
Nordeste,Bahia,Salvador,2022,12,14,29.2
Nordeste,Bahia,Salvador,2022,12,15,26.9
Nordeste,Bahia,Salvador,2022,12,16,29.8
Nordeste,Bahia,Salvador,2022,12,17,28.9
Nordeste,Bahia,Salvador,2022,12,18,28.9
Nordeste,Bahia,Salvador,2022,12,19,29.1
Nordeste,Bahia,Salvador,2022,12,20,28.4
Nordeste,Bahia,Salvador,2022,12,21,29.1
Nordeste,Bahia,Salvador,2022,12,22,29.6
Nordeste,Bahia,Salvador,2022,12,23,28.1
Nordeste,Bahia,Salvador,2022,12,24,27.7
Nordeste,Bahia,Salvador,2022,12,25,27.6
Nordeste,Bahia,Salvador,2022,12,26,27.2
Nordeste,Bahia,Salvador,2022,12,27,29.2
Nordeste,Bahia,Salvador,2022,12,28,28.2
Nordeste,Bahia,Salvador,2022,12,29,29.1
Nordeste,Bahia,Salvador,2022,12,30,29.7
Nordeste,Bahia,Salvador,2022,12,31,28.7
Nordeste,Bahia,Salvador,2023,1,1,27.3
Nordeste,Bahia,Salvador,2023,1,2,27.3
Nordeste,Bahia,Salvador,2023,1,3,27.2
Nordeste,Bahia,Salvador,2023,1,4,28.0
Nordeste,Bahia,Salvador,2023,1,5,29.2
Nordeste,Bahia,Salvador,2023,1,6,29.0
Nordeste,Bahia,Salvador,2023,1,7,28.5
Nordeste,Bahia,Salvador,2023,1,8,28.5
Nordeste,Bahia,Salvador,2023,1,9,28.2
Nordeste,Bahia,Salvador,2023,1,10,29.8
Nordeste,Bahia,Salvador,2023,1,11,29.7
Nordeste,Bahia,Salvador,2023,1,12,29.6
Nordeste,Bahia,Salvador,2023,1,13,29.5
Nordeste,Bahia,Salvador,2023,1,14,28.4
Nordeste,Bahia,Salvador,2023,1,15,28.8
Nordeste,Bahia,Salvador,2023,1,16,26.9
Nordeste,Bahia,Salvador,2023,1,17,27.4
Nordeste,Bahia,Salvador,2023,1,18,27.4
Nordeste,Bahia,Salvador,2023,1,19,27.1
Nordeste,Bahia,Salvador,2023,1,20,27.6
Nordeste,Bahia,Salvador,2023,1,21,29.5
Nordeste,Bahia,Salvador,2023,1,22,29.8
Nordeste,Bahia,Salvador,2023,1,23,29.4
Nordeste,Bahia,Salvador,2023,1,24,29.3
Nordeste,Bahia,Salvador,2023,1,25,30.3
Nordeste,Bahia,Salvador,2023,1,26,29.9
Nordeste,Bahia,Salvador,2023,1,27,29.6
Nordeste,Bahia,Salvador,2023,1,28,28.5
Nordeste,Bahia,Salvador,2023,1,29,28.5
Nordeste,Bahia,Salvador,2023,1,30,27.4
Nordeste,Bahia,Salvador,2023,1,31,27.1
Nordeste,Bahia,Salvador,2023,2,1,27.7
Nordeste,Bahia,Salvador,2023,2,2,27.4
Nordeste,Bahia,Salvador,2023,2,3,28.2
Nordeste,Bahia,Salvador,2023,2,4,30.2
Nordeste,Bahia,Salvador,2023,2,5,30.3
Nordeste,Bahia,Salvador,2023,2,6,29.6
Nordeste,Bahia,Salvador,2023,2,7,30.6
Nordeste,Bahia,Salvador,2023,2,8,29.2
Nordeste,Bahia,Salvador,2023,2,9,29.3
Nordeste,Bahia,Salvador,2023,2,10,28.6
Nordeste,Bahia,Salvador,2023,2,11,29.5
Nordeste,Bahia,Salvador,2023,2,12,28.1
Nordeste,Bahia,Salvador,2023,2,13,29.3
Nordeste,Bahia,Salvador,2023,2,14,28.9
Nordeste,Bahia,Salvador,2023,2,15,29.5
Nordeste,Bahia,Salvador,2023,2,16,30.3
Nordeste,Bahia,Salvador,2023,2,17,29.9
Nordeste,Bahia,Salvador,2023,2,18,29.6
Nordeste,Bahia,Salvador,2023,2,19,29.1
Nordeste,Bahia,Salvador,2023,2,20,26.9
Nordeste,Bahia,Salvador,2023,2,21,28.4
Nordeste,Bahia,Salvador,2023,2,22,28.0
Nordeste,Bahia,Salvador,2023,2,23,28.5
Nordeste,Bahia,Salvador,2023,2,24,27.6
Nordeste,Bahia,Salvador,2023,2,25,27.3
Nordeste,Bahia,Salvador,2023,2,26,26.9
Nordeste,Bahia,Salvador,2023,2,27,27.6
Nordeste,Bahia,Salvador,2023,2,28,28.8
Nordeste,Bahia,Salvador,2023,3,1,27.7
Nordeste,Bahia,Salvador,2023,3,2,28.3
Nordeste,Bahia,Salvador,2023,3,3,27.7
Nordeste,Bahia,Salvador,2023,3,4,27.2
Nordeste,Bahia,Salvador,2023,3,5,27.7
Nordeste,Bahia,Salvador,2023,3,6,30.0
Nordeste,Bahia,Salvador,2023,3,7,30.1
Nordeste,Bahia,Salvador,2023,3,8,29.9
Nordeste,Bahia,Salvador,2023,3,9,29.4
Nordeste,Bahia,Salvador,2023,3,10,27.6
Nordeste,Bahia,Salvador,2023,3,11,27.5
Nordeste,Bahia,Salvador,2023,3,12,27.8
Nordeste,Bahia,Salvador,2023,3,13,27.2
Nordeste,Bahia,Salvador,2023,3,14,29.5
Nordeste,Bahia,Salvador,2023,3,15,27.4
Nordeste,Bahia,Salvador,2023,3,16,27.5
Nordeste,Bahia,Salvador,2023,3,17,27.4
Nordeste,Bahia,Salvador,2023,3,18,27.2
Nordeste,Bahia,Salvador,2023,3,19,27.3
Nordeste,Bahia,Salvador,2023,3,20,27.2
Nordeste,Bahia,Salvador,2023,3,21,26.4
Nordeste,Bahia,Salvador,2023,3,22,27.1
Nordeste,Bahia,Salvador,2023,3,23,28.8
Nordeste,Bahia,Salvador,2023,3,24,26.7
Nordeste,Bahia,Salvador,2023,3,25,26.5
Nordeste,Bahia,Salvador,2023,3,26,26.6
Nordeste,Bahia,Salvador,2023,3,27,28.9
Nordeste,Bahia,Salvador,2023,3,28,26.5
Nordeste,Bahia,Salvador,2023,3,29,27.3
Nordeste,Bahia,Salvador,2023,3,30,28.7
Nordeste,Bahia,Salvador,2023,3,31,27.1
Nordeste,Bahia,Salvador,2023,4,1,27.7
Nordeste,Bahia,Salvador,2023,4,2,28.8
Nordeste,Bahia,Salvador,2023,4,3,28.4
Nordeste,Bahia,Salvador,2023,4,4,26.6
Nordeste,Bahia,Salvador,2023,4,5,27.6
Nordeste,Bahia,Salvador,2023,4,6,28.6
Nordeste,Bahia,Salvador,2023,4,7,27.4
Nordeste,Bahia,Salvador,2023,4,8,28.0
Nordeste,Bahia,Salvador,2023,4,9,28.7
Nordeste,Bahia,Salvador,2023,4,10,28.9
Nordeste,Bahia,Salvador,2023,4,11,27.9
Nordeste,Bahia,Salvador,2023,4,12,27.4
Nordeste,Bahia,Salvador,2023,4,13,27.7
Nordeste,Bahia,Salvador,2023,4,14,29.6
Nordeste,Bahia,Salvador,2023,4,15,29.8
Nordeste,Bahia,Salvador,2023,4,16,28.7
Nordeste,Bahia,Salvador,2023,4,17,27.8
Nordeste,Bahia,Salvador,2023,4,18,29.7
Nordeste,Bahia,Salvador,2023,4,19,32.0
Nordeste,Bahia,Salvador,2023,4,20,31.0
Nordeste,Bahia,Salvador,2023,4,21,29.8
Nordeste,Bahia,Salvador,2023,4,22,28.4
Nordeste,Bahia,Salvador,2023,4,23,26.3
Nordeste,Bahia,Salvador,2023,4,24,27.1
Nordeste,Bahia,Salvador,2023,4,25,27.4
Nordeste,Bahia,Salvador,2023,4,26,27.4
Nordeste,Bahia,Salvador,2023,4,27,26.7
Nordeste,Bahia,Salvador,2023,4,28,28.6
Nordeste,Bahia,Salvador,2023,4,29,28.9
Nordeste,Bahia,Salvador,2023,4,30,27.3
Nordeste,Bahia,Salvador,2023,5,1,25.9
Nordeste,Bahia,Salvador,2023,5,2,25.2
Nordeste,Bahia,Salvador,2023,5,3,26.3
Nordeste,Bahia,Salvador,2023,5,4,27.2
Nordeste,Bahia,Salvador,2023,5,5,27.5
Nordeste,Bahia,Salvador,2023,5,6,26.9
Nordeste,Bahia,Salvador,2023,5,7,25.7
Nordeste,Bahia,Salvador,2023,5,8,26.7
Nordeste,Bahia,Salvador,2023,5,9,27.0
Nordeste,Bahia,Salvador,2023,5,10,26.8
Nordeste,Bahia,Salvador,2023,5,11,26.9
Nordeste,Bahia,Salvador,2023,5,12,27.5
Nordeste,Bahia,Salvador,2023,5,13,27.2
Nordeste,Bahia,Salvador,2023,5,14,26.2
Nordeste,Bahia,Salvador,2023,5,15,26.7
Nordeste,Bahia,Salvador,2023,5,16,27.6
Nordeste,Bahia,Salvador,2023,5,17,27.2
Nordeste,Bahia,Salvador,2023,5,18,26.0
Nordeste,Bahia,Salvador,2023,5,19,25.6
Nordeste,Bahia,Salvador,2023,5,20,26.1
Nordeste,Bahia,Salvador,2023,5,21,25.5
Nordeste,Bahia,Salvador,2023,5,22,27.2
Nordeste,Bahia,Salvador,2023,5,23,25.9
Nordeste,Bahia,Salvador,2023,5,24,26.3
Nordeste,Bahia,Salvador,2023,5,25,25.7
Nordeste,Bahia,Salvador,2023,5,26,28.0
Nordeste,Bahia,Salvador,2023,5,27,25.7
Nordeste,Bahia,Salvador,2023,5,28,25.6
Nordeste,Bahia,Salvador,2023,5,29,27.2
Nordeste,Bahia,Salvador,2023,5,30,26.7
Nordeste,Bahia,Salvador,2023,5,31,26.4
Nordeste,Bahia,Salvador,2023,6,1,27.1
Nordeste,Bahia,Salvador,2023,6,2,26.4
Nordeste,Bahia,Salvador,2023,6,3,26.8
Nordeste,Bahia,Salvador,2023,6,4,26.1
Nordeste,Bahia,Salvador,2023,6,5,24.9
Nordeste,Bahia,Salvador,2023,6,6,24.9
Nordeste,Bahia,Salvador,2023,6,7,26.2
Nordeste,Bahia,Salvador,2023,6,8,25.0
Nordeste,Bahia,Salvador,2023,6,9,25.6
Nordeste,Bahia,Salvador,2023,6,10,27.4
Nordeste,Bahia,Salvador,2023,6,11,27.3
Nordeste,Bahia,Salvador,2023,6,12,27.1
Nordeste,Bahia,Salvador,2023,6,13,25.8
Nordeste,Bahia,Salvador,2023,6,14,25.2
Nordeste,Bahia,Salvador,2023,6,15,25.4
Nordeste,Bahia,Salvador,2023,6,16,26.6
Nordeste,Bahia,Salvador,2023,6,17,25.3
Nordeste,Bahia,Salvador,2023,6,18,26.0
Nordeste,Bahia,Salvador,2023,6,19,25.6
Nordeste,Bahia,Salvador,2023,6,20,25.5
Nordeste,Bahia,Salvador,2023,6,21,24.5
Nordeste,Bahia,Salvador,2023,6,22,26.2
Nordeste,Bahia,Salvador,2023,6,23,26.5
Nordeste,Bahia,Salvador,2023,6,24,26.5
Nordeste,Bahia,Salvador,2023,6,25,27.2
Nordeste,Bahia,Salvador,2023,6,26,25.3
Nordeste,Bahia,Salvador,2023,6,27,26.6
Nordeste,Bahia,Salvador,2023,6,28,25.0
Nordeste,Bahia,Salvador,2023,6,29,24.8
Nordeste,Bahia,Salvador,2023,6,30,26.4
Nordeste,Bahia,Salvador,2023,7,1,24.3
Nordeste,Bahia,Salvador,2023,7,2,24.1
Nordeste,Bahia,Salvador,2023,7,3,25.2
Nordeste,Bahia,Salvador,2023,7,4,24.3
Nordeste,Bahia,Salvador,2023,7,5,24.9
Nordeste,Bahia,Salvador,2023,7,6,24.5
Nordeste,Bahia,Salvador,2023,7,7,24.2
Nordeste,Bahia,Salvador,2023,7,8,26.8
Nordeste,Bahia,Salvador,2023,7,9,26.3
Nordeste,Bahia,Salvador,2023,7,10,25.4
Nordeste,Bahia,Salvador,2023,7,11,26.1
Nordeste,Bahia,Salvador,2023,7,12,25.7
Nordeste,Bahia,Salvador,2023,7,13,25.4
Nordeste,Bahia,Salvador,2023,7,14,27.0
Nordeste,Bahia,Salvador,2023,7,15,25.7
Nordeste,Bahia,Salvador,2023,7,16,26.2
Nordeste,Bahia,Salvador,2023,7,17,26.1
Nordeste,Bahia,Salvador,2023,7,18,25.6
Nordeste,Bahia,Salvador,2023,7,19,25.9
Nordeste,Bahia,Salvador,2023,7,20,25.7
Nordeste,Bahia,Salvador,2023,7,21,26.4
Nordeste,Bahia,Salvador,2023,7,22,26.6
Nordeste,Bahia,Salvador,2023,7,23,26.8
Nordeste,Bahia,Salvador,2023,7,24,25.0
Nordeste,Bahia,Salvador,2023,7,25,24.5
Nordeste,Bahia,Salvador,2023,7,26,25.8
Nordeste,Bahia,Salvador,2023,7,27,25.4
Nordeste,Bahia,Salvador,2023,7,28,26.1
Nordeste,Bahia,Salvador,2023,7,29,26.5
Nordeste,Bahia,Salvador,2023,7,30,26.1
Nordeste,Bahia,Salvador,2023,7,31,25.1
Nordeste,Bahia,Salvador,2023,8,1,24.0
Nordeste,Bahia,Salvador,2023,8,2,25.0
Nordeste,Bahia,Salvador,2023,8,3,25.0
Nordeste,Bahia,Salvador,2023,8,4,26.0
Nordeste,Bahia,Salvador,2023,8,5,25.6
Nordeste,Bahia,Salvador,2023,8,6,25.1
Nordeste,Bahia,Salvador,2023,8,7,25.9
Nordeste,Bahia,Salvador,2023,8,8,26.1
Nordeste,Bahia,Salvador,2023,8,9,24.9
Nordeste,Bahia,Salvador,2023,8,10,24.3
Nordeste,Bahia,Salvador,2023,8,11,25.2
Nordeste,Bahia,Salvador,2023,8,12,26.0
Nordeste,Bahia,Salvador,2023,8,13,25.1
Nordeste,Bahia,Salvador,2023,8,14,24.9
Nordeste,Bahia,Salvador,2023,8,15,25.7
Nordeste,Bahia,Salvador,2023,8,16,26.0
Nordeste,Bahia,Salvador,2023,8,17,25.7
Nordeste,Bahia,Salvador,2023,8,18,26.2
Nordeste,Bahia,Salvador,2023,8,19,26.7
Nordeste,Bahia,Salvador,2023,8,20,26.8
Nordeste,Bahia,Salvador,2023,8,21,27.3
Nordeste,Bahia,Salvador,2023,8,22,27.2
Nordeste,Bahia,Salvador,2023,8,23,26.3
Nordeste,Bahia,Salvador,2023,8,24,27.1
Nordeste,Bahia,Salvador,2023,8,25,27.7
Nordeste,Bahia,Salvador,2023,8,26,29.0
Nordeste,Bahia,Salvador,2023,8,27,27.0
Nordeste,Bahia,Salvador,2023,8,28,27.3
Nordeste,Bahia,Salvador,2023,8,29,26.3
Nordeste,Bahia,Salvador,2023,8,30,27.9
Nordeste,Bahia,Salvador,2023,8,31,27.1
Nordeste,Bahia,Salvador,2023,9,1,27.5
Nordeste,Bahia,Salvador,2023,9,2,27.1
Nordeste,Bahia,Salvador,2023,9,3,26.2
Nordeste,Bahia,Salvador,2023,9,4,26.0
Nordeste,Bahia,Salvador,2023,9,5,27.1
Nordeste,Bahia,Salvador,2023,9,6,25.5
Nordeste,Bahia,Salvador,2023,9,7,26.8
Nordeste,Bahia,Salvador,2023,9,8,26.0
Nordeste,Bahia,Salvador,2023,9,9,26.5
Nordeste,Bahia,Salvador,2023,9,10,25.7
Nordeste,Bahia,Salvador,2023,9,11,26.9
Nordeste,Bahia,Salvador,2023,9,12,27.1
Nordeste,Bahia,Salvador,2023,9,13,26.9
Nordeste,Bahia,Salvador,2023,9,14,27.2
Nordeste,Bahia,Salvador,2023,9,15,27.7
Nordeste,Bahia,Salvador,2023,9,16,26.4
Nordeste,Bahia,Salvador,2023,9,17,27.3
Nordeste,Bahia,Salvador,2023,9,18,27.4
Nordeste,Bahia,Salvador,2023,9,19,27.8
Nordeste,Bahia,Salvador,2023,9,20,27.2
Nordeste,Bahia,Salvador,2023,9,21,26.7
Nordeste,Bahia,Salvador,2023,9,22,25.8
Nordeste,Bahia,Salvador,2023,9,23,27.4
Nordeste,Bahia,Salvador,2023,9,24,28.4
Nordeste,Bahia,Salvador,2023,9,25,30.0
Nordeste,Bahia,Salvador,2023,9,26,30.0
Nordeste,Bahia,Salvador,2023,9,27,29.2
Nordeste,Bahia,Salvador,2023,9,28,31.2
Nordeste,Bahia,Salvador,2023,9,29,28.1
Nordeste,Bahia,Salvador,2023,9,30,26.7
Nordeste,Bahia,Salvador,2023,10,1,26.9
Nordeste,Bahia,Salvador,2023,10,2,28.9
Nordeste,Bahia,Salvador,2023,10,3,29.8
Nordeste,Bahia,Salvador,2023,10,4,29.9
Nordeste,Bahia,Salvador,2023,10,5,29.5
Nordeste,Bahia,Salvador,2023,10,6,28.5
Nordeste,Bahia,Salvador,2023,10,7,28.0
Nordeste,Bahia,Salvador,2023,10,8,29.2
Nordeste,Bahia,Salvador,2023,10,9,29.0
Nordeste,Bahia,Salvador,2023,10,10,28.2
Nordeste,Bahia,Salvador,2023,10,11,27.7
Nordeste,Bahia,Salvador,2023,10,12,27.2
Nordeste,Bahia,Salvador,2023,10,13,28.9
Nordeste,Bahia,Salvador,2023,10,14,29.1
Nordeste,Bahia,Salvador,2023,10,15,27.8
Nordeste,Bahia,Salvador,2023,10,16,27.7
Nordeste,Bahia,Salvador,2023,10,17,27.5
Nordeste,Bahia,Salvador,2023,10,18,27.9
Nordeste,Bahia,Salvador,2023,10,19,27.8
Nordeste,Bahia,Salvador,2023,10,20,28.2
Nordeste,Bahia,Salvador,2023,10,21,28.6
Nordeste,Bahia,Salvador,2023,10,22,29.0
Nordeste,Bahia,Salvador,2023,10,23,27.1
Nordeste,Bahia,Salvador,2023,10,24,28.0
Nordeste,Bahia,Salvador,2023,10,25,31.1
Nordeste,Bahia,Salvador,2023,10,26,30.6
Nordeste,Bahia,Salvador,2023,10,27,30.2
Nordeste,Bahia,Salvador,2023,10,28,30.1
Nordeste,Bahia,Salvador,2023,10,29,30.1
Nordeste,Bahia,Salvador,2023,10,30,29.5
Nordeste,Bahia,Salvador,2023,10,31,29.2
Nordeste,Bahia,Salvador,2023,11,1,30.0
Nordeste,Bahia,Salvador,2023,11,2,30.5
Nordeste,Bahia,Salvador,2023,11,3,30.0
Nordeste,Bahia,Salvador,2023,11,4,31.0
Nordeste,Bahia,Salvador,2023,11,5,31.0
Nordeste,Bahia,Salvador,2023,11,6,29.6
Nordeste,Bahia,Salvador,2023,11,7,26.7
Nordeste,Bahia,Salvador,2023,11,8,27.1
Nordeste,Bahia,Salvador,2023,11,9,27.5
Nordeste,Bahia,Salvador,2023,11,10,29.2
Nordeste,Bahia,Salvador,2023,11,11,29.2
Nordeste,Bahia,Salvador,2023,11,12,30.4
Nordeste,Bahia,Salvador,2023,11,13,30.9
Nordeste,Bahia,Salvador,2023,11,14,31.1
Nordeste,Bahia,Salvador,2023,11,15,29.1
Nordeste,Bahia,Salvador,2023,11,16,29.7
Nordeste,Bahia,Salvador,2023,11,17,30.5
Nordeste,Bahia,Salvador,2023,11,18,31.1
Nordeste,Bahia,Salvador,2023,11,19,31.0
Nordeste,Bahia,Salvador,2023,11,20,30.7
Nordeste,Bahia,Salvador,2023,11,21,29.4
Nordeste,Bahia,Salvador,2023,11,22,28.3
Nordeste,Bahia,Salvador,2023,11,23,30.9
Nordeste,Bahia,Salvador,2023,11,24,31.2
Nordeste,Bahia,Salvador,2023,11,25,29.7
Nordeste,Bahia,Salvador,2023,11,26,29.2
Nordeste,Bahia,Salvador,2023,11,27,29.6
Nordeste,Bahia,Salvador,2023,11,28,29.8
Nordeste,Bahia,Salvador,2023,11,29,29.8
Nordeste,Bahia,Salvador,2023,11,30,30.5
Nordeste,Bahia,Salvador,2023,12,1,30.7
Nordeste,Bahia,Salvador,2023,12,2,30.1
Nordeste,Bahia,Salvador,2023,12,3,30.5
Nordeste,Bahia,Salvador,2023,12,4,30.5
Nordeste,Bahia,Salvador,2023,12,5,29.4
Nordeste,Bahia,Salvador,2023,12,6,29.2
Nordeste,Bahia,Salvador,2023,12,7,28.9
Nordeste,Bahia,Salvador,2023,12,8,29.3
Nordeste,Bahia,Salvador,2023,12,9,29.8
Nordeste,Bahia,Salvador,2023,12,10,29.3
Nordeste,Bahia,Salvador,2023,12,11,29.9
Nordeste,Bahia,Salvador,2023,12,12,29.5
Nordeste,Bahia,Salvador,2023,12,13,30.4
Nordeste,Bahia,Salvador,2023,12,14,28.2
Nordeste,Bahia,Salvador,2023,12,15,29.2
Nordeste,Bahia,Salvador,2023,12,16,28.2
Nordeste,Bahia,Salvador,2023,12,17,29.0
Nordeste,Bahia,Salvador,2023,12,18,28.5
Nordeste,Bahia,Salvador,2023,12,19,31.2
Nordeste,Bahia,Salvador,2023,12,20,28.3
Nordeste,Bahia,Salvador,2023,12,21,26.3
Nordeste,Bahia,Salvador,2023,12,22,28.6
Nordeste,Bahia,Salvador,2023,12,23,28.9
Nordeste,Bahia,Salvador,2023,12,24,28.4
Nordeste,Bahia,Salvador,2023,12,25,29.3
Nordeste,Bahia,Salvador,2023,12,26,29.0
Nordeste,Bahia,Salvador,2023,12,27,30.1
Nordeste,Bahia,Salvador,2023,12,28,29.0
Nordeste,Bahia,Salvador,2023,12,29,29.5
Nordeste,Bahia,Salvador,2023,12,30,30.4
Nordeste,Bahia,Salvador,2023,12,31,29.9
Nordeste,Bahia,Salvador,2024,1,1,29.2
Nordeste,Bahia,Salvador,2024,1,2,29.4
Nordeste,Bahia,Salvador,2024,1,3,30.2
Nordeste,Bahia,Salvador,2024,1,4,30.9
Nordeste,Bahia,Salvador,2024,1,5,31.1
Nordeste,Bahia,Salvador,2024,1,6,31.8
Nordeste,Bahia,Salvador,2024,1,7,31.0
Nordeste,Bahia,Salvador,2024,1,8,30.2
Nordeste,Bahia,Salvador,2024,1,9,29.8
Nordeste,Bahia,Salvador,2024,1,10,29.6
Nordeste,Bahia,Salvador,2024,1,11,28.1
Nordeste,Bahia,Salvador,2024,1,12,29.4
Nordeste,Bahia,Salvador,2024,1,13,30.5
Nordeste,Bahia,Salvador,2024,1,14,30.2
Nordeste,Bahia,Salvador,2024,1,15,29.9
Nordeste,Bahia,Salvador,2024,1,16,30.4
Nordeste,Bahia,Salvador,2024,1,17,29.8
Nordeste,Bahia,Salvador,2024,1,18,30.0
Nordeste,Bahia,Salvador,2024,1,19,29.4
Nordeste,Bahia,Salvador,2024,1,20,30.9
Nordeste,Bahia,Salvador,2024,1,21,31.7
Nordeste,Bahia,Salvador,2024,1,22,30.6
Nordeste,Bahia,Salvador,2024,1,23,29.5
Nordeste,Bahia,Salvador,2024,1,24,30.0
Nordeste,Bahia,Salvador,2024,1,25,27.6
Nordeste,Bahia,Salvador,2024,1,26,29.9
Nordeste,Bahia,Salvador,2024,1,27,27.7
Nordeste,Bahia,Salvador,2024,1,28,28.3
Nordeste,Bahia,Salvador,2024,1,29,30.0
Nordeste,Bahia,Salvador,2024,1,30,29.8
Nordeste,Bahia,Salvador,2024,1,31,29.2
Nordeste,Bahia,Salvador,2024,2,1,29.1
Nordeste,Bahia,Salvador,2024,2,2,29.3
Nordeste,Bahia,Salvador,2024,2,3,28.0
Nordeste,Bahia,Salvador,2024,2,4,29.3
Nordeste,Bahia,Salvador,2024,2,5,28.8
Nordeste,Bahia,Salvador,2024,2,6,29.3
Nordeste,Bahia,Salvador,2024,2,7,29.1
Nordeste,Bahia,Salvador,2024,2,8,28.3
Nordeste,Bahia,Salvador,2024,2,9,29.0
Nordeste,Bahia,Salvador,2024,2,10,30.6
Nordeste,Bahia,Salvador,2024,2,11,27.4
Nordeste,Bahia,Salvador,2024,2,12,29.6
Nordeste,Bahia,Salvador,2024,2,13,29.5
Nordeste,Bahia,Salvador,2024,2,14,29.0
Nordeste,Bahia,Salvador,2024,2,15,29.4
Nordeste,Bahia,Salvador,2024,2,16,30.6
Nordeste,Bahia,Salvador,2024,2,17,30.3
Nordeste,Bahia,Salvador,2024,2,18,28.7
Nordeste,Bahia,Salvador,2024,2,19,29.9
Nordeste,Bahia,Salvador,2024,2,20,27.7
Nordeste,Bahia,Salvador,2024,2,21,28.0
Nordeste,Bahia,Salvador,2024,2,22,27.3
Nordeste,Bahia,Salvador,2024,2,23,28.0
Nordeste,Bahia,Salvador,2024,2,24,28.5
Nordeste,Bahia,Salvador,2024,2,25,27.9
Nordeste,Bahia,Salvador,2024,2,26,29.1
Nordeste,Bahia,Salvador,2024,2,27,28.5
Nordeste,Bahia,Salvador,2024,2,28,28.5
Nordeste,Bahia,Salvador,2024,2,29,30.0
Nordeste,Bahia,Salvador,2024,3,1,30.4
Nordeste,Bahia,Salvador,2024,3,2,31.8
Nordeste,Bahia,Salvador,2024,3,3,29.3
Nordeste,Bahia,Salvador,2024,3,4,27.4
Nordeste,Bahia,Salvador,2024,3,5,28.4
Nordeste,Bahia,Salvador,2024,3,6,29.5
Nordeste,Bahia,Salvador,2024,3,7,29.8
Nordeste,Bahia,Salvador,2024,3,8,29.5
Nordeste,Bahia,Salvador,2024,3,9,28.8
Nordeste,Bahia,Salvador,2024,3,10,29.5
Nordeste,Bahia,Salvador,2024,3,11,30.1
Nordeste,Bahia,Salvador,2024,3,12,30.0
Nordeste,Bahia,Salvador,2024,3,13,29.2
Nordeste,Bahia,Salvador,2024,3,14,28.6
Nordeste,Bahia,Salvador,2024,3,15,31.0
Nordeste,Bahia,Salvador,2024,3,16,30.3
Nordeste,Bahia,Salvador,2024,3,17,31.1
Nordeste,Bahia,Salvador,2024,3,18,30.5
Nordeste,Bahia,Salvador,2024,3,19,30.2
Nordeste,Bahia,Salvador,2024,3,20,30.3
Nordeste,Bahia,Salvador,2024,3,21,31.6
Nordeste,Bahia,Salvador,2024,3,22,31.8
Nordeste,Bahia,Salvador,2024,3,23,31.2
Nordeste,Bahia,Salvador,2024,3,24,31.2
Nordeste,Bahia,Salvador,2024,3,25,29.9
Nordeste,Bahia,Salvador,2024,3,26,29.2
Nordeste,Bahia,Salvador,2024,3,27,29.5
Nordeste,Bahia,Salvador,2024,3,28,29.6
Nordeste,Bahia,Salvador,2024,3,29,30.3
Nordeste,Bahia,Salvador,2024,3,30,29.5
Nordeste,Bahia,Salvador,2024,3,31,30.2
Nordeste,Bahia,Salvador,2024,4,1,29.9
Nordeste,Bahia,Salvador,2024,4,2,29.6
Nordeste,Bahia,Salvador,2024,4,3,29.4
Nordeste,Bahia,Salvador,2024,4,4,29.1
Nordeste,Bahia,Salvador,2024,4,5,28.5
Nordeste,Bahia,Salvador,2024,4,6,27.7
Nordeste,Bahia,Salvador,2024,4,7,27.4
Nordeste,Bahia,Salvador,2024,4,8,27.0
Nordeste,Bahia,Salvador,2024,4,9,27.7
