Regiao,Estado,Cidade,Latitude,Longitude,Ano,Mes,Nome_Mes,Temp_Media_Mensal,Temp_Max_Media_Mensal,Temp_Min_Media_Mensal,Maior_Temp_Max,Menor_Temp_Min,Precipitacao_Total,Dias_Quentes,Dias_Muito_Quentes,Dias_Frios,Dias_Chuva_Forte,Dias_Extremos,Amplitude_Media
Nordeste,BA,Salvador,-12.97,-38.5,2018,9,Set,25.29,30.17,20.44,32.92,17.46,61.14,17,0,0,0,0,9.73
Nordeste,BA,Salvador,-12.97,-38.5,2018,10,Out,26.47,31.39,21.61,33.95,17.83,55.94,27,0,0,0,0,9.78
Nordeste,BA,Salvador,-12.97,-38.5,2018,11,Nov,27.2,32.08,22.5,35.85,18.74,14.0,27,1,0,0,1,9.59
Nordeste,BA,Salvador,-12.97,-38.5,2018,12,Dez,28.71,33.74,23.78,35.83,21.32,70.39,31,3,0,1,4,9.96
Nordeste,BA,Salvador,-12.97,-38.5,2019,1,Jan,28.64,33.6,23.75,36.15,21.05,18.84,31,5,0,0,5,9.85
Nordeste,BA,Salvador,-12.97,-38.5,2019,2,Fev,28.3,33.51,23.18,35.19,20.42,39.83,27,2,0,0,2,10.33
Nordeste,BA,Salvador,-12.97,-38.5,2019,3,Mar,27.25,32.36,22.22,35.5,18.96,27.54,27,2,0,0,2,10.14
Nordeste,BA,Salvador,-12.97,-38.5,2019,4,Abr,26.23,31.24,21.31,32.81,17.67,37.27,26,0,0,1,1,9.93
Nordeste,BA,Salvador,-12.97,-38.5,2019,5,Mai,25.88,30.89,21.08,33.38,16.77,75.26,23,0,0,0,0,9.81
Nordeste,BA,Salvador,-12.97,-38.5,2019,6,Jun,25.1,29.97,20.32,32.8,16.83,85.6,13,0,0,0,0,9.65
Nordeste,BA,Salvador,-12.97,-38.5,2019,7,Jul,24.57,29.57,19.77,32.86,17.39,130.87,12,0,0,1,1,9.79
Nordeste,BA,Salvador,-12.97,-38.5,2019,8,Ago,24.67,29.79,19.85,32.93,17.02,94.79,14,0,0,0,0,9.94
Nordeste,BA,Salvador,-12.97,-38.5,2019,9,Set,25.3,30.44,20.31,32.69,18.15,39.67,22,0,0,0,0,10.13
Nordeste,BA,Salvador,-12.97,-38.5,2019,10,Out,26.19,31.39,21.2,34.66,17.9,112.51,24,0,0,2,2,10.19
Nordeste,BA,Salvador,-12.97,-38.5,2019,11,Nov,27.48,32.23,22.75,34.79,19.25,97.03,28,0,0,1,1,9.48
Nordeste,BA,Salvador,-12.97,-38.5,2019,12,Dez,27.63,32.81,22.62,35.83,19.51,34.22,30,3,0,0,3,10.2
Nordeste,BA,Salvador,-12.97,-38.5,2020,1,Jan,28.38,33.35,23.52,36.2,20.83,27.94,31,6,0,0,6,9.83
Nordeste,BA,Salvador,-12.97,-38.5,2020,2,Fev,28.22,33.17,23.42,35.69,19.23,8.47,29,1,0,0,1,9.75
Nordeste,BA,Salvador,-12.97,-38.5,2020,3,Mar,27.8,32.9,22.91,36.53,19.8,25.1,30,3,0,0,3,9.99
Nordeste,BA,Salvador,-12.97,-38.5,2020,4,Abr,26.65,31.76,21.69,34.72,19.13,23.61,27,0,0,0,0,10.07
Nordeste,BA,Salvador,-12.97,-38.5,2020,5,Mai,25.68,30.74,20.76,32.76,18.57,66.01,25,0,0,1,1,9.98
Nordeste,BA,Salvador,-12.97,-38.5,2020,6,Jun,24.59,29.85,19.49,32.53,17.32,61.39,14,0,0,1,1,10.36
Nordeste,BA,Salvador,-12.97,-38.5,2020,7,Jul,24.37,29.36,19.53,32.25,16.57,155.51,13,0,0,1,1,9.83
Nordeste,BA,Salvador,-12.97,-38.5,2020,8,Ago,24.73,29.66,19.96,33.12,17.4,81.19,13,0,0,0,0,9.69
Nordeste,BA,Salvador,-12.97,-38.5,2020,9,Set,25.35,30.64,20.29,33.41,16.5,54.39,19,0,0,0,0,10.36
Nordeste,BA,Salvador,-12.97,-38.5,2020,10,Out,26.2,31.3,21.25,34.88,18.67,80.65,25,0,0,1,1,10.04
Nordeste,BA,Salvador,-12.97,-38.5,2020,11,Nov,27.32,32.53,22.26,35.73,18.71,15.98,30,1,0,0,1,10.26
Nordeste,BA,Salvador,-12.97,-38.5,2020,12,Dez,27.52,32.48,22.69,35.24,20.03,24.42,29,1,0,0,1,9.79
Nordeste,BA,Salvador,-12.97,-38.5,2021,1,Jan,28.81,33.79,23.92,37.09,21.04,32.04,31,8,0,1,9,9.86
Nordeste,BA,Salvador,-12.97,-38.5,2021,2,Fev,28.33,33.52,23.34,35.26,21.44,73.14,28,3,0,1,4,10.18
Nordeste,BA,Salvador,-12.97,-38.5,2021,3,Mar,27.76,32.91,22.7,35.4,18.44,25.76,31,2,0,0,2,10.21
Nordeste,BA,Salvador,-12.97,-38.5,2021,4,Abr,26.41,31.43,21.5,35.4,19.09,44.8,24,1,0,1,2,9.94
Nordeste,BA,Salvador,-12.97,-38.5,2021,5,Mai,25.58,30.66,20.7,33.18,17.56,21.42,24,0,0,0,0,9.96
Nordeste,BA,Salvador,-12.97,-38.5,2021,6,Jun,24.64,29.5,19.92,31.18,17.69,153.61,12,0,0,1,1,9.58
Nordeste,BA,Salvador,-12.97,-38.5,2021,7,Jul,24.48,29.56,19.52,32.07,14.42,84.11,12,0,0,0,0,10.05
Nordeste,BA,Salvador,-12.97,-38.5,2021,8,Ago,24.91,29.85,20.1,33.43,17.55,126.65,11,0,0,1,1,9.75
Nordeste,BA,Salvador,-12.97,-38.5,2021,9,Set,25.65,30.74,20.76,32.83,18.02,63.97,18,0,0,0,0,9.97
Nordeste,BA,Salvador,-12.97,-38.5,2021,10,Out,26.34,31.38,21.37,33.85,19.52,81.08,27,0,0,1,1,10.02
Nordeste,BA,Salvador,-12.97,-38.5,2021,11,Nov,27.62,32.84,22.53,36.4,20.7,15.71,30,3,0,0,3,10.31
Nordeste,BA,Salvador,-12.97,-38.5,2021,12,Dez,28.14,33.14,23.26,36.2,20.83,9.73,31,6,0,0,6,9.88
Nordeste,BA,Salvador,-12.97,-38.5,2022,1,Jan,28.19,33.09,23.41,35.25,20.36,24.08,31,2,0,0,2,9.68
Nordeste,BA,Salvador,-12.97,-38.5,2022,2,Fev,28.39,33.62,23.39,37.92,20.0,7.38,27,5,0,0,5,10.23
Nordeste,BA,Salvador,-12.97,-38.5,2022,3,Mar,27.3,32.73,22.11,35.2,18.95,69.69,30,1,0,1,2,10.62
Nordeste,BA,Salvador,-12.97,-38.5,2022,4,Abr,26.49,31.46,21.74,34.81,18.94,9.2,25,0,0,0,0,9.72
Nordeste,BA,Salvador,-12.97,-38.5,2022,5,Mai,25.18,30.29,20.22,32.89,17.15,41.11,19,0,0,0,0,10.07
Nordeste,BA,Salvador,-12.97,-38.5,2022,6,Jun,24.98,30.15,19.97,32.99,17.31,39.84,18,0,0,0,0,10.18
Nordeste,BA,Salvador,-12.97,-38.5,2022,7,Jul,24.93,30.16,19.89,32.94,17.47,110.91,18,0,0,1,1,10.28
Nordeste,BA,Salvador,-12.97,-38.5,2022,8,Ago,24.8,29.7,20.0,32.02,17.51,114.32,15,0,0,1,1,9.69
Nordeste,BA,Salvador,-12.97,-38.5,2022,9,Set,25.23,30.35,20.23,33.03,17.46,83.27,17,0,0,0,0,10.12
Nordeste,BA,Salvador,-12.97,-38.5,2022,10,Out,26.5,31.53,21.65,36.11,19.31,103.34,26,1,0,1,2,9.89
Nordeste,BA,Salvador,-12.97,-38.5,2022,11,Nov,27.29,32.33,22.39,34.68,19.73,17.26,30,0,0,0,0,9.94
Nordeste,BA,Salvador,-12.97,-38.5,2022,12,Dez,28.22,33.34,23.35,36.68,20.5,60.25,31,5,0,1,6,9.99
Nordeste,BA,Salvador,-12.97,-38.5,2023,1,Jan,28.52,33.92,23.24,36.21,19.68,64.37,31,10,0,1,11,10.69
Nordeste,BA,Salvador,-12.97,-38.5,2023,2,Fev,28.17,33.27,23.1,36.21,20.02,38.28,28,4,0,1,4,10.17
Nordeste,BA,Salvador,-12.97,-38.5,2023,3,Mar,27.83,32.88,23.01,34.79,19.29,22.26,31,0,0,0,0,9.87
Nordeste,BA,Salvador,-12.97,-38.5,2023,4,Abr,26.51,31.42,21.7,33.44,19.19,53.22,25,0,0,1,1,9.72
Nordeste,BA,Salvador,-12.97,-38.5,2023,5,Mai,25.5,30.65,20.35,33.38,16.94,78.27,21,0,0,1,1,10.3
Nordeste,BA,Salvador,-12.97,-38.5,2023,6,Jun,24.93,29.91,20.04,33.85,17.79,173.31,14,0,0,3,3,9.87
Nordeste,BA,Salvador,-12.97,-38.5,2023,7,Jul,24.57,29.63,19.68,31.92,17.35,166.82,14,0,0,2,2,9.95
Nordeste,BA,Salvador,-12.97,-38.5,2023,8,Ago,24.79,29.88,19.84,32.45,16.19,81.54,14,0,0,0,0,10.05
Nordeste,BA,Salvador,-12.97,-38.5,2023,9,Set,25.34,30.69,20.24,33.73,18.28,29.47,21,0,0,0,0,10.44
Nordeste,BA,Salvador,-12.97,-38.5,2023,10,Out,25.98,31.24,20.85,34.03,18.5,26.52,26,0,0,0,0,10.4
Nordeste,BA,Salvador,-12.97,-38.5,2023,11,Nov,27.7,32.87,22.71,35.19,19.34,20.13,29,2,0,0,2,10.16
Nordeste,BA,Salvador,-12.97,-38.5,2023,12,Dez,28.32,33.29,23.46,38.54,21.55,37.77,31,3,0,0,3,9.83
Nordeste,BA,Salvador,-12.97,-38.5,2024,1,Jan,28.68,33.78,23.76,36.44,21.14,19.46,31,5,0,0,5,10.03
Nordeste,BA,Salvador,-12.97,-38.5,2024,2,Fev,28.26,33.74,23.1,36.05,21.56,47.6,29,8,0,1,9,10.64
Nordeste,BA,Salvador,-12.97,-38.5,2024,3,Mar,27.74,32.76,22.82,36.18,20.6,26.75,30,3,0,0,3,9.94
Nordeste,BA,Salvador,-12.97,-38.5,2024,4,Abr,26.72,31.45,22.04,34.86,19.99,20.91,27,0,0,0,0,9.41
Nordeste,BA,Salvador,-12.97,-38.5,2024,5,Mai,25.61,30.74,20.64,33.82,17.81,45.44,21,0,0,0,0,10.1
Nordeste,BA,Salvador,-12.97,-38.5,2024,6,Jun,24.93,30.2,19.79,33.25,17.48,92.94,19,0,0,1,1,10.41
Nordeste,BA,Salvador,-12.97,-38.5,2024,7,Jul,24.72,29.72,19.74,32.1,17.09,226.1,14,0,0,2,2,9.97
Nordeste,BA,Salvador,-12.97,-38.5,2024,8,Ago,24.66,29.56,19.81,33.01,17.51,134.66,11,0,0,1,1,9.75
Nordeste,BA,Salvador,-12.97,-38.5,2024,9,Set,25.53,30.62,20.47,35.15,17.67,51.29,18,1,0,0,1,10.15
Nordeste,BA,Salvador,-12.97,-38.5,2024,10,Out,26.4,31.32,21.61,33.24,19.04,49.61,26,0,0,0,0,9.71
Nordeste,BA,Salvador,-12.97,-38.5,2024,11,Nov,27.59,32.39,22.98,35.26,20.09,71.12,29,2,0,1,2,9.41
Nordeste,BA,Salvador,-12.97,-38.5,2024,12,Dez,28.39,33.43,23.51,36.16,19.99,74.04,31,4,0,1,5,9.92
Nordeste,BA,Salvador,-12.97,-38.5,2025,1,Jan,28.37,33.66,23.24,36.62,21.31,48.85,31,6,0,0,6,10.42
Nordeste,BA,Salvador,-12.97,-38.5,2025,2,Fev,28.18,33.46,23.07,36.15,20.8,33.9,28,4,0,0,4,10.4
Nordeste,BA,Salvador,-12.97,-38.5,2025,3,Mar,27.47,32.55,22.57,34.67,20.17,61.96,30,0,0,1,1,9.98
Nordeste,BA,Salvador,-12.97,-38.5,2025,4,Abr,26.62,31.57,21.91,34.51,19.3,24.67,28,0,0,0,0,9.66
Nordeste,BA,Salvador,-12.97,-38.5,2025,5,Mai,25.5,30.39,20.66,32.9,17.25,10.29,22,0,0,0,0,9.72
Nordeste,BA,Salvador,-12.97,-38.5,2025,6,Jun,24.94,30.26,19.91,32.87,17.25,67.99,16,0,0,0,0,10.35
Nordeste,BA,Salvador,-12.97,-38.5,2025,7,Jul,24.35,29.25,19.64,32.65,16.95,154.83,7,0,0,2,2,9.62
Nordeste,BA,Salvador,-12.97,-38.5,2025,8,Ago,24.7,29.68,19.92,32.1,16.66,127.47,14,0,0,1,1,9.76
Nordeste,BA,Salvador,-12.97,-38.5,2025,9,Set,25.56,30.43,20.9,32.66,16.97,110.33,22,0,0,0,0,9.53
Nordeste,BA,Salvador,-12.97,-38.5,2025,10,Out,26.31,31.19,21.54,33.76,19.26,66.91,25,0,0,0,0,9.65
Nordeste,BA,Salvador,-12.97,-38.5,2025,11,Nov,27.47,32.59,22.41,35.88,19.76,26.31,30,1,0,0,1,10.18
Nordeste,BA,Salvador,-12.97,-38.5,2025,12,Dez,28.66,33.78,23.71,36.65,20.82,53.12,30,9,0,0,9,10.07
Nordeste,CE,Fortaleza,-3.71,-38.54,2011,1,Jan,28.46,32.81,24.24,35.63,20.62,33.74,31,2,0,0,2,8.57
Nordeste,CE,Fortaleza,-3.71,-38.54,2011,2,Fev,28.64,32.95,24.59,35.91,22.07,13.56,28,4,0,0,4,8.36
Nordeste,CE,Fortaleza,-3.71,-38.54,2011,3,Mar,28.15,32.59,23.82,35.09,20.78,32.17,30,1,0,0,1,8.77
Nordeste,CE,Fortaleza,-3.71,-38.54,2011,4,Abr,27.08,31.6,22.62,34.66,19.35,4.72,27,0,0,0,0,8.97
Nordeste,CE,Fortaleza,-3.71,-38.54,2011,5,Mai,26.2,30.59,21.88,33.37,20.0,84.35,18,0,0,1,1,8.71
Nordeste,CE,Fortaleza,-3.71,-38.54,2011,6,Jun,25.49,29.97,21.27,32.19,17.96,104.12,16,0,0,1,1,8.71
Nordeste,CE,Fortaleza,-3.71,-38.54,2011,7,Jul,24.95,29.61,20.64,32.9,18.08,93.77,12,0,0,0,0,8.97
Nordeste,CE,Fortaleza,-3.71,-38.54,2011,8,Ago,24.94,29.2,20.73,31.85,17.82,124.53,8,0,0,1,1,8.48
Nordeste,CE,Fortaleza,-3.71,-38.54,2011,9,Set,25.65,30.12,21.41,33.56,16.38,138.29,15,0,0,1,1,8.7
Nordeste,CE,Fortaleza,-3.71,-38.54,2011,10,Out,27.1,31.48,22.92,33.89,20.82,133.29,27,0,0,2,2,8.55
Nordeste,CE,Fortaleza,-3.71,-38.54,2011,11,Nov,28.2,32.83,23.71,35.92,21.31,20.01,28,2,0,0,2,9.12
Nordeste,CE,Fortaleza,-3.71,-38.54,2011,12,Dez,28.25,32.6,24.08,34.54,21.81,72.73,31,0,0,1,1,8.51
Nordeste,CE,Fortaleza,-3.71,-38.54,2012,1,Jan,29.14,33.44,24.91,36.67,22.92,61.35,30,7,0,1,8,8.53
Nordeste,CE,Fortaleza,-3.71,-38.54,2012,2,Fev,28.74,33.17,24.43,35.9,22.29,20.81,27,2,0,0,2,8.73
Nordeste,CE,Fortaleza,-3.71,-38.54,2012,3,Mar,28.13,32.74,23.7,35.82,20.57,14.1,31,1,0,0,1,9.04
Nordeste,CE,Fortaleza,-3.71,-38.54,2012,4,Abr,26.96,31.49,22.54,34.04,19.48,45.34,27,0,0,1,1,8.94
Nordeste,CE,Fortaleza,-3.71,-38.54,2012,5,Mai,25.93,30.4,21.61,32.6,19.24,29.95,18,0,0,0,0,8.79
Nordeste,CE,Fortaleza,-3.71,-38.54,2012,6,Jun,25.49,30.09,21.1,33.27,18.49,35.3,15,0,0,0,0,8.99
Nordeste,CE,Fortaleza,-3.71,-38.54,2012,7,Jul,24.67,29.04,20.51,32.22,18.31,147.19,9,0,0,1,1,8.52
Nordeste,CE,Fortaleza,-3.71,-38.54,2012,8,Ago,25.38,29.95,21.01,32.44,18.88,80.81,14,0,0,0,0,8.94
Nordeste,CE,Fortaleza,-3.71,-38.54,2012,9,Set,25.66,30.38,21.19,33.46,17.61,63.57,19,0,0,0,0,9.19
Nordeste,CE,Fortaleza,-3.71,-38.54,2012,10,Out,26.97,31.44,22.56,33.99,19.26,33.68,23,0,0,0,0,8.88
Nordeste,CE,Fortaleza,-3.71,-38.54,2012,11,Nov,28.03,32.47,23.75,36.35,20.75,30.98,29,1,0,0,1,8.72
Nordeste,CE,Fortaleza,-3.71,-38.54,2012,12,Dez,28.84,33.24,24.56,36.39,20.84,9.46,31,1,0,0,1,8.68
Nordeste,CE,Fortaleza,-3.71,-38.54,2013,1,Jan,29.16,33.83,24.58,37.43,22.29,53.34,31,9,0,1,9,9.25
Nordeste,CE,Fortaleza,-3.71,-38.54,2013,2,Fev,28.18,32.41,24.18,35.79,22.13,65.62,26,2,0,1,3,8.23
Nordeste,CE,Fortaleza,-3.71,-38.54,2013,3,Mar,27.81,32.1,23.56,35.67,20.54,69.29,31,1,0,1,2,8.53
Nordeste,CE,Fortaleza,-3.71,-38.54,2013,4,Abr,27.23,31.39,23.1,33.01,19.82,31.5,28,0,0,0,0,8.29
Nordeste,CE,Fortaleza,-3.71,-38.54,2013,5,Mai,26.0,30.56,21.5,32.42,18.67,68.45,21,0,0,1,1,9.05
Nordeste,CE,Fortaleza,-3.71,-38.54,2013,6,Jun,25.19,29.58,20.94,32.21,17.03,146.11,11,0,0,3,3,8.64
Nordeste,CE,Fortaleza,-3.71,-38.54,2013,7,Jul,25.21,29.83,20.78,33.52,18.01,177.96,13,0,0,2,2,9.05
Nordeste,CE,Fortaleza,-3.71,-38.54,2013,8,Ago,25.4,29.65,21.12,31.98,18.97,121.72,15,0,0,2,2,8.53
Nordeste,CE,Fortaleza,-3.71,-38.54,2013,9,Set,25.77,30.49,21.21,32.06,18.15,67.4,18,0,0,0,0,9.28
Nordeste,CE,Fortaleza,-3.71,-38.54,2013,10,Out,26.67,30.89,22.6,33.92,19.3,92.67,24,0,0,1,1,8.29
Nordeste,CE,Fortaleza,-3.71,-38.54,2013,11,Nov,28.03,32.27,23.78,34.32,21.17,80.74,29,0,0,1,1,8.5
Nordeste,CE,Fortaleza,-3.71,-38.54,2013,12,Dez,28.49,33.0,24.12,35.32,20.74,33.74,29,1,0,0,1,8.88
Nordeste,CE,Fortaleza,-3.71,-38.54,2014,1,Jan,28.8,33.24,24.47,35.2,21.74,41.64,31,1,0,0,1,8.77
Nordeste,CE,Fortaleza,-3.71,-38.54,2014,2,Fev,28.5,32.84,24.21,35.33,21.25,14.64,28,3,0,0,3,8.63
Nordeste,CE,Fortaleza,-3.71,-38.54,2014,3,Mar,28.25,32.93,23.63,36.53,19.94,61.09,31,3,0,1,4,9.3
Nordeste,CE,Fortaleza,-3.71,-38.54,2014,4,Abr,27.18,31.79,22.74,35.9,20.81,7.22,28,1,0,0,1,9.06
Nordeste,CE,Fortaleza,-3.71,-38.54,2014,5,Mai,26.16,30.64,21.88,32.86,19.72,36.82,22,0,0,0,0,8.76
Nordeste,CE,Fortaleza,-3.71,-38.54,2014,6,Jun,25.22,29.72,20.78,33.31,17.44,67.33,12,0,0,1,1,8.94
Nordeste,CE,Fortaleza,-3.71,-38.54,2014,7,Jul,24.78,29.25,20.56,31.22,18.47,147.74,9,0,0,1,1,8.69
Nordeste,CE,Fortaleza,-3.71,-38.54,2014,8,Ago,25.71,30.0,21.49,33.19,18.12,132.82,16,0,0,1,1,8.51
Nordeste,CE,Fortaleza,-3.71,-38.54,2014,9,Set,26.01,30.6,21.55,33.43,19.21,144.83,20,0,0,3,3,9.05
Nordeste,CE,Fortaleza,-3.71,-38.54,2014,10,Out,26.89,31.64,22.39,34.19,19.19,81.26,27,0,0,1,1,9.25
Nordeste,CE,Fortaleza,-3.71,-38.54,2014,11,Nov,27.66,32.1,23.47,35.36,19.87,8.75,28,1,0,0,1,8.63
Nordeste,CE,Fortaleza,-3.71,-38.54,2014,12,Dez,28.62,32.91,24.36,35.34,20.95,15.95,31,1,0,0,1,8.56
Nordeste,CE,Fortaleza,-3.71,-38.54,2015,1,Jan,29.02,33.4,24.86,35.25,22.2,40.44,31,2,0,0,2,8.54
Nordeste,CE,Fortaleza,-3.71,-38.54,2015,2,Fev,28.89,33.47,24.38,36.38,21.79,33.27,28,4,0,0,4,9.09
Nordeste,CE,Fortaleza,-3.71,-38.54,2015,3,Mar,28.01,32.49,23.67,35.42,20.71,51.19,30,2,0,1,3,8.82
Nordeste,CE,Fortaleza,-3.71,-38.54,2015,4,Abr,27.09,31.5,22.79,34.23,20.72,53.04,26,0,0,1,1,8.72
Nordeste,CE,Fortaleza,-3.71,-38.54,2015,5,Mai,26.31,30.64,22.01,32.43,19.43,24.76,23,0,0,0,0,8.63
Nordeste,CE,Fortaleza,-3.71,-38.54,2015,6,Jun,25.49,30.02,21.08,33.36,17.88,132.28,16,0,0,2,2,8.94
Nordeste,CE,Fortaleza,-3.71,-38.54,2015,7,Jul,24.84,29.3,20.58,32.54,18.9,80.24,7,0,0,1,1,8.72
Nordeste,CE,Fortaleza,-3.71,-38.54,2015,8,Ago,25.23,29.82,20.75,32.44,18.24,132.2,14,0,0,1,1,9.08
Nordeste,CE,Fortaleza,-3.71,-38.54,2015,9,Set,25.86,30.31,21.6,32.93,17.21,51.78,17,0,0,0,0,8.71
Nordeste,CE,Fortaleza,-3.71,-38.54,2015,10,Out,26.85,31.49,22.43,33.53,20.25,152.35,29,0,0,2,2,9.06
Nordeste,CE,Fortaleza,-3.71,-38.54,2015,11,Nov,27.94,32.33,23.77,34.96,21.2,24.15,28,0,0,0,0,8.56
Nordeste,CE,Fortaleza,-3.71,-38.54,2015,12,Dez,28.57,33.14,24.14,35.81,21.42,45.95,31,2,0,0,2,9.0
Nordeste,CE,Fortaleza,-3.71,-38.54,2016,1,Jan,28.66,33.28,24.28,35.6,21.47,21.62,31,3,0,0,3,9.01
Nordeste,CE,Fortaleza,-3.71,-38.54,2016,2,Fev,29.03,33.79,24.61,36.73,21.41,19.29,29,6,0,0,6,9.18
Nordeste,CE,Fortaleza,-3.71,-38.54,2016,3,Mar,28.14,32.58,24.06,36.15,20.42,36.46,27,4,0,0,4,8.52
Nordeste,CE,Fortaleza,-3.71,-38.54,2016,4,Abr,26.97,31.42,22.53,33.38,20.46,35.4,26,0,0,0,0,8.89
Nordeste,CE,Fortaleza,-3.71,-38.54,2016,5,Mai,26.02,30.36,21.87,33.5,19.16,127.29,17,0,0,2,2,8.48
Nordeste,CE,Fortaleza,-3.71,-38.54,2016,6,Jun,25.27,29.76,20.96,32.04,18.91,43.15,16,0,0,0,0,8.8
Nordeste,CE,Fortaleza,-3.71,-38.54,2016,7,Jul,25.11,29.62,20.82,32.81,17.67,112.16,13,0,0,0,0,8.8
Nordeste,CE,Fortaleza,-3.71,-38.54,2016,8,Ago,25.37,29.95,20.96,32.84,18.8,169.22,14,0,0,2,2,8.99
Nordeste,CE,Fortaleza,-3.71,-38.54,2016,9,Set,26.1,30.73,21.68,33.75,19.06,43.63,22,0,0,0,0,9.05
Nordeste,CE,Fortaleza,-3.71,-38.54,2016,10,Out,27.17,31.54,22.92,34.57,20.73,94.53,27,0,0,1,1,8.62
Nordeste,CE,Fortaleza,-3.71,-38.54,2016,11,Nov,27.9,32.38,23.62,35.77,19.9,14.63,30,1,0,0,1,8.76
Nordeste,CE,Fortaleza,-3.71,-38.54,2016,12,Dez,28.65,32.93,24.54,35.58,22.06,88.51,31,3,0,2,5,8.39
Nordeste,CE,Fortaleza,-3.71,-38.54,2017,1,Jan,29.39,33.97,24.99,36.26,21.66,15.03,31,7,0,0,7,8.97
Nordeste,CE,Fortaleza,-3.71,-38.54,2017,2,Fev,28.78,33.39,24.3,36.74,21.2,23.64,28,2,0,0,2,9.09
Nordeste,CE,Fortaleza,-3.71,-38.54,2017,3,Mar,27.48,31.97,23.08,34.72,19.15,57.82,29,0,0,1,1,8.89
Nordeste,CE,Fortaleza,-3.71,-38.54,2017,4,Abr,27.22,31.8,22.85,35.24,20.99,18.94,28,1,0,0,1,8.95
Nordeste,CE,Fortaleza,-3.71,-38.54,2017,5,Mai,26.15,30.51,21.87,33.44,19.52,36.12,17,0,0,0,0,8.64
Nordeste,CE,Fortaleza,-3.71,-38.54,2017,6,Jun,25.12,29.47,20.85,31.77,18.64,107.09,9,0,0,1,1,8.63
Nordeste,CE,Fortaleza,-3.71,-38.54,2017,7,Jul,25.05,29.4,20.75,31.95,18.16,166.84,11,0,0,1,1,8.66
Nordeste,CE,Fortaleza,-3.71,-38.54,2017,8,Ago,25.22,29.61,20.86,31.86,18.65,239.54,14,0,0,4,4,8.75
Nordeste,CE,Fortaleza,-3.71,-38.54,2017,9,Set,25.6,29.8,21.51,32.99,19.13,76.95,12,0,0,2,2,8.3
Nordeste,CE,Fortaleza,-3.71,-38.54,2017,10,Out,26.79,31.15,22.58,33.77,19.17,11.45,24,0,0,0,0,8.57
Nordeste,CE,Fortaleza,-3.71,-38.54,2017,11,Nov,27.62,32.28,23.15,34.83,20.11,13.28,27,0,0,0,0,9.13
Nordeste,CE,Fortaleza,-3.71,-38.54,2017,12,Dez,28.6,32.89,24.47,35.54,21.17,28.39,31,1,0,0,1,8.42
Nordeste,CE,Fortaleza,-3.71,-38.54,2018,1,Jan,29.18,33.79,24.74,36.76,22.07,30.65,31,7,0,0,7,9.05
Nordeste,CE,Fortaleza,-3.71,-38.54,2018,2,Fev,28.6,33.17,24.1,36.5,21.94,142.9,27,4,0,2,6,9.07
Nordeste,CE,Fortaleza,-3.71,-38.54,2018,3,Mar,28.02,32.54,23.59,34.45,20.98,35.35,30,0,0,0,0,8.95
Nordeste,CE,Fortaleza,-3.71,-38.54,2018,4,Abr,27.21,31.53,22.95,34.45,19.96,68.22,24,0,0,1,1,8.58
Nordeste,CE,Fortaleza,-3.71,-38.54,2018,5,Mai,26.11,30.48,21.98,33.6,18.6,40.69,20,0,0,0,0,8.5
Nordeste,CE,Fortaleza,-3.71,-38.54,2018,6,Jun,25.3,29.69,21.0,32.11,17.33,126.23,12,0,0,1,1,8.69
Nordeste,CE,Fortaleza,-3.71,-38.54,2018,7,Jul,25.51,30.03,21.09,33.58,18.43,145.5,16,0,0,2,2,8.94
Nordeste,CE,Fortaleza,-3.71,-38.54,2018,8,Ago,25.12,29.6,20.84,32.35,17.44,77.7,10,0,0,1,1,8.75
Nordeste,CE,Fortaleza,-3.71,-38.54,2018,9,Set,26.05,30.56,21.68,33.44,17.8,70.98,18,0,0,0,0,8.89
Nordeste,CE,Fortaleza,-3.71,-38.54,2018,10,Out,26.92,31.27,22.79,33.71,19.75,92.89,25,0,0,1,1,8.48
Nordeste,CE,Fortaleza,-3.71,-38.54,2018,11,Nov,27.93,32.37,23.69,35.69,20.82,44.69,29,1,0,1,2,8.67
Nordeste,CE,Fortaleza,-3.71,-38.54,2018,12,Dez,28.73,33.3,24.33,35.79,21.81,8.1,31,2,0,0,2,8.98
Nordeste,CE,Fortaleza,-3.71,-38.54,2019,1,Jan,28.93,33.53,24.55,36.52,21.31,113.36,31,4,0,2,6,8.99
Nordeste,CE,Fortaleza,-3.71,-38.54,2019,2,Fev,28.75,33.33,24.3,36.97,21.45,17.22,28,6,0,0,6,9.02
Nordeste,CE,Fortaleza,-3.71,-38.54,2019,3,Mar,28.35,32.98,23.74,36.56,20.63,138.28,31,2,0,3,5,9.24
Nordeste,CE,Fortaleza,-3.71,-38.54,2019,4,Abr,27.3,31.72,23.01,34.83,20.6,35.34,26,0,0,0,0,8.71
Nordeste,CE,Fortaleza,-3.71,-38.54,2019,5,Mai,26.08,30.31,21.96,32.81,18.35,62.87,17,0,0,0,0,8.35
Nordeste,CE,Fortaleza,-3.71,-38.54,2019,6,Jun,25.38,29.78,21.25,31.74,17.44,81.49,15,0,0,0,0,8.53
Nordeste,CE,Fortaleza,-3.71,-38.54,2019,7,Jul,24.94,29.31,20.64,32.12,16.94,64.24,9,0,0,0,0,8.67
Nordeste,CE,Fortaleza,-3.71,-38.54,2019,8,Ago,25.36,29.79,21.08,32.18,17.89,166.51,11,0,0,2,2,8.71
